"REGION","Region","LOCATION","Country","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"REG1_5","All regions","CYP","Cyprus","RAPFR","Access to productive and financial assets","2023","2023",8.1,,
"REG1_5","All regions","CYP","Cyprus","RCL","Restricted civil liberties","2023","2023",27.5,,
"REG1_1","Africa","COD","Democratic Republic of the Congo","SIGI","SIGI 2023","2023","2023",46.9,,
"REG1_1","Africa","COD","Democratic Republic of the Congo","DF","Discrimination in the family","2023","2023",52.5,,
"REG1_1","Africa","COD","Democratic Republic of the Congo","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_1","Africa","COD","Democratic Republic of the Congo","RAPFR","Access to productive and financial assets","2023","2023",64.9,,
"REG1_1","Africa","COD","Democratic Republic of the Congo","RCL","Restricted civil liberties","2023","2023",34.5,,
"REG1_5","All regions","COD","Democratic Republic of the Congo","SIGI","SIGI 2023","2023","2023",46.9,,
"REG1_5","All regions","COD","Democratic Republic of the Congo","DF","Discrimination in the family","2023","2023",52.5,,
"REG1_5","All regions","COD","Democratic Republic of the Congo","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_5","All regions","COD","Democratic Republic of the Congo","RAPFR","Access to productive and financial assets","2023","2023",64.9,,
"REG1_5","All regions","COD","Democratic Republic of the Congo","RCL","Restricted civil liberties","2023","2023",34.5,,
"REG1_1","Africa","DJI","Djibouti","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_1","Africa","DJI","Djibouti","RAPFR","Access to productive and financial assets","2023","2023",43.2,,
"REG1_1","Africa","DJI","Djibouti","RCL","Restricted civil liberties","2023","2023",33,,
"REG1_5","All regions","DJI","Djibouti","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_5","All regions","DJI","Djibouti","RAPFR","Access to productive and financial assets","2023","2023",43.2,,
"REG1_5","All regions","DJI","Djibouti","RCL","Restricted civil liberties","2023","2023",33,,
"REG1_2","Americas","DMA","Dominica","DF","Discrimination in the family","2023","2023",7.8,,
"REG1_5","All regions","DMA","Dominica","DF","Discrimination in the family","2023","2023",7.8,,
"REG1_2","Americas","DOM","Dominican Republic","SIGI","SIGI 2023","2023","2023",14.8,,
"REG1_2","Americas","DOM","Dominican Republic","DF","Discrimination in the family","2023","2023",3.9,,
"REG1_2","Americas","DOM","Dominican Republic","RPI","Restricted physical integrity","2023","2023",29,,
"REG1_2","Americas","DOM","Dominican Republic","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_2","Americas","DOM","Dominican Republic","RCL","Restricted civil liberties","2023","2023",7.9,,
"REG1_5","All regions","DOM","Dominican Republic","SIGI","SIGI 2023","2023","2023",14.8,,
"REG1_5","All regions","DOM","Dominican Republic","DF","Discrimination in the family","2023","2023",3.9,,
"REG1_5","All regions","DOM","Dominican Republic","RPI","Restricted physical integrity","2023","2023",29,,
"REG1_5","All regions","DOM","Dominican Republic","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_5","All regions","DOM","Dominican Republic","RCL","Restricted civil liberties","2023","2023",7.9,,
"REG1_2","Americas","ECU","Ecuador","SIGI","SIGI 2023","2023","2023",17,,
"REG1_2","Americas","ECU","Ecuador","DF","Discrimination in the family","2023","2023",18.1,,
"REG1_2","Americas","ECU","Ecuador","RPI","Restricted physical integrity","2023","2023",23.7,,
"REG1_2","Americas","ECU","Ecuador","RAPFR","Access to productive and financial assets","2023","2023",17.4,,
"REG1_2","Americas","ECU","Ecuador","RCL","Restricted civil liberties","2023","2023",8.2,,
"REG1_5","All regions","ECU","Ecuador","SIGI","SIGI 2023","2023","2023",17,,
"REG1_5","All regions","ECU","Ecuador","DF","Discrimination in the family","2023","2023",18.1,,
"REG1_5","All regions","ECU","Ecuador","RPI","Restricted physical integrity","2023","2023",23.7,,
"REG1_5","All regions","ECU","Ecuador","RAPFR","Access to productive and financial assets","2023","2023",17.4,,
"REG1_5","All regions","ECU","Ecuador","RCL","Restricted civil liberties","2023","2023",8.2,,
"REG1_1","Africa","EGY","Egypt","SIGI","SIGI 2023","2023","2023",56.1,,
"REG1_1","Africa","EGY","Egypt","DF","Discrimination in the family","2023","2023",79.3,,
"REG1_1","Africa","EGY","Egypt","RPI","Restricted physical integrity","2023","2023",31.1,,
"REG1_1","Africa","EGY","Egypt","RAPFR","Access to productive and financial assets","2023","2023",45.8,,
"REG1_1","Africa","EGY","Egypt","RCL","Restricted civil liberties","2023","2023",61.8,,
"REG1_5","All regions","EGY","Egypt","SIGI","SIGI 2023","2023","2023",56.1,,
"REG1_5","All regions","EGY","Egypt","DF","Discrimination in the family","2023","2023",79.3,,
"REG1_5","All regions","EGY","Egypt","RPI","Restricted physical integrity","2023","2023",31.1,,
"REG1_5","All regions","EGY","Egypt","RAPFR","Access to productive and financial assets","2023","2023",45.8,,
"REG1_5","All regions","EGY","Egypt","RCL","Restricted civil liberties","2023","2023",61.8,,
"REG1_2","Americas","SLV","El Salvador","SIGI","SIGI 2023","2023","2023",19.6,,
"REG1_2","Americas","SLV","El Salvador","DF","Discrimination in the family","2023","2023",15.2,,
"REG1_2","Americas","SLV","El Salvador","RPI","Restricted physical integrity","2023","2023",27.1,,
"REG1_2","Americas","SLV","El Salvador","RAPFR","Access to productive and financial assets","2023","2023",22.1,,
"REG1_2","Americas","SLV","El Salvador","RCL","Restricted civil liberties","2023","2023",13.3,,
"REG1_5","All regions","SLV","El Salvador","SIGI","SIGI 2023","2023","2023",19.6,,
"REG1_5","All regions","SLV","El Salvador","DF","Discrimination in the family","2023","2023",15.2,,
"REG1_5","All regions","SLV","El Salvador","RPI","Restricted physical integrity","2023","2023",27.1,,
"REG1_5","All regions","SLV","El Salvador","RAPFR","Access to productive and financial assets","2023","2023",22.1,,
"REG1_5","All regions","SLV","El Salvador","RCL","Restricted civil liberties","2023","2023",13.3,,
"REG1_1","Africa","GNQ","Equatorial Guinea","DF","Discrimination in the family","2023","2023",55.5,,
"REG1_1","Africa","GNQ","Equatorial Guinea","RPI","Restricted physical integrity","2023","2023",39.7,,
"REG1_5","All regions","GNQ","Equatorial Guinea","DF","Discrimination in the family","2023","2023",55.5,,
"REG1_5","All regions","GNQ","Equatorial Guinea","RPI","Restricted physical integrity","2023","2023",39.7,,
"REG1_1","Africa","ERI","Eritrea","DF","Discrimination in the family","2023","2023",55.1,,
"REG1_5","All regions","ERI","Eritrea","DF","Discrimination in the family","2023","2023",55.1,,
"REG1_4","Europe","EST","Estonia","SIGI","SIGI 2023","2023","2023",13.1,,
"REG1_4","Europe","EST","Estonia","DF","Discrimination in the family","2023","2023",0,,
"REG1_4","Europe","EST","Estonia","RPI","Restricted physical integrity","2023","2023",25,,
"REG1_4","Europe","EST","Estonia","RAPFR","Access to productive and financial assets","2023","2023",3.5,,
"REG1_4","Europe","EST","Estonia","RCL","Restricted civil liberties","2023","2023",21.5,,
"REG1_5","All regions","EST","Estonia","SIGI","SIGI 2023","2023","2023",13.1,,
"REG1_5","All regions","EST","Estonia","DF","Discrimination in the family","2023","2023",0,,
"REG1_5","All regions","EST","Estonia","RPI","Restricted physical integrity","2023","2023",25,,
"REG1_5","All regions","EST","Estonia","RAPFR","Access to productive and financial assets","2023","2023",3.5,,
"REG1_5","All regions","EST","Estonia","RCL","Restricted civil liberties","2023","2023",21.5,,
"REG1_1","Africa","ETH","Ethiopia","SIGI","SIGI 2023","2023","2023",30.8,,
"REG1_1","Africa","ETH","Ethiopia","DF","Discrimination in the family","2023","2023",40.6,,
"REG1_1","Africa","ETH","Ethiopia","RPI","Restricted physical integrity","2023","2023",23.8,,
"REG1_1","Africa","ETH","Ethiopia","RAPFR","Access to productive and financial assets","2023","2023",39.9,,
"REG1_1","Africa","ETH","Ethiopia","RCL","Restricted civil liberties","2023","2023",17.1,,
"REG1_5","All regions","ETH","Ethiopia","SIGI","SIGI 2023","2023","2023",30.8,,
"REG1_5","All regions","ETH","Ethiopia","DF","Discrimination in the family","2023","2023",40.6,,
"REG1_5","All regions","ETH","Ethiopia","RPI","Restricted physical integrity","2023","2023",23.8,,
"REG1_5","All regions","ETH","Ethiopia","RAPFR","Access to productive and financial assets","2023","2023",39.9,,
"REG1_5","All regions","ETH","Ethiopia","RCL","Restricted civil liberties","2023","2023",17.1,,
"REG1_3","Asia","FJI","Fiji","DF","Discrimination in the family","2023","2023",16.8,,
"REG1_3","Asia","FJI","Fiji","RPI","Restricted physical integrity","2023","2023",26.2,,
"REG1_5","All regions","FJI","Fiji","DF","Discrimination in the family","2023","2023",16.8,,
"REG1_5","All regions","FJI","Fiji","RPI","Restricted physical integrity","2023","2023",26.2,,
"REG1_1","Africa","GAB","Gabon","SIGI","SIGI 2023","2023","2023",32.2,,
"REG1_1","Africa","GAB","Gabon","DF","Discrimination in the family","2023","2023",41.9,,
"REG1_1","Africa","GAB","Gabon","RPI","Restricted physical integrity","2023","2023",20.1,,
"REG1_1","Africa","GAB","Gabon","RAPFR","Access to productive and financial assets","2023","2023",38.7,,
"REG1_1","Africa","GAB","Gabon","RCL","Restricted civil liberties","2023","2023",26.6,,
"REG1_5","All regions","GAB","Gabon","SIGI","SIGI 2023","2023","2023",32.2,,
"REG1_5","All regions","GAB","Gabon","DF","Discrimination in the family","2023","2023",41.9,,
"REG1_5","All regions","GAB","Gabon","RPI","Restricted physical integrity","2023","2023",20.1,,
"REG1_5","All regions","GAB","Gabon","RAPFR","Access to productive and financial assets","2023","2023",38.7,,
"REG1_5","All regions","GAB","Gabon","RCL","Restricted civil liberties","2023","2023",26.6,,
"REG1_1","Africa","GMB","Gambia","SIGI","SIGI 2023","2023","2023",47.7,,
"REG1_1","Africa","GMB","Gambia","DF","Discrimination in the family","2023","2023",66.5,,
"REG1_1","Africa","GMB","Gambia","RPI","Restricted physical integrity","2023","2023",31.6,,
"REG1_1","Africa","GMB","Gambia","RAPFR","Access to productive and financial assets","2023","2023",46.7,,
"REG1_1","Africa","GMB","Gambia","RCL","Restricted civil liberties","2023","2023",42.9,,
"REG1_5","All regions","GMB","Gambia","SIGI","SIGI 2023","2023","2023",47.7,,
"REG1_5","All regions","GMB","Gambia","DF","Discrimination in the family","2023","2023",66.5,,
"REG1_5","All regions","GMB","Gambia","RPI","Restricted physical integrity","2023","2023",31.6,,
"REG1_5","All regions","GMB","Gambia","RAPFR","Access to productive and financial assets","2023","2023",46.7,,
"REG1_5","All regions","GMB","Gambia","RCL","Restricted civil liberties","2023","2023",42.9,,
"REG1_3","Asia","GEO","Georgia","SIGI","SIGI 2023","2023","2023",27.6,,
"REG1_3","Asia","GEO","Georgia","DF","Discrimination in the family","2023","2023",41.7,,
"REG1_3","Asia","GEO","Georgia","RPI","Restricted physical integrity","2023","2023",17.6,,
"REG1_3","Asia","GEO","Georgia","RAPFR","Access to productive and financial assets","2023","2023",27.9,,
"REG1_3","Asia","GEO","Georgia","RCL","Restricted civil liberties","2023","2023",21.5,,
"REG1_5","All regions","GEO","Georgia","SIGI","SIGI 2023","2023","2023",27.6,,
"REG1_5","All regions","GEO","Georgia","DF","Discrimination in the family","2023","2023",41.7,,
"REG1_5","All regions","GEO","Georgia","RPI","Restricted physical integrity","2023","2023",17.6,,
"REG1_5","All regions","GEO","Georgia","RAPFR","Access to productive and financial assets","2023","2023",27.9,,
"REG1_5","All regions","GEO","Georgia","RCL","Restricted civil liberties","2023","2023",21.5,,
"REG1_1","Africa","GHA","Ghana","SIGI","SIGI 2023","2023","2023",38.2,,
"REG1_1","Africa","GHA","Ghana","DF","Discrimination in the family","2023","2023",44.3,,
"REG1_1","Africa","GHA","Ghana","RPI","Restricted physical integrity","2023","2023",28.5,,
"REG1_1","Africa","GHA","Ghana","RAPFR","Access to productive and financial assets","2023","2023",25.1,,
"REG1_1","Africa","GHA","Ghana","RCL","Restricted civil liberties","2023","2023",52.3,,
"REG1_5","All regions","GHA","Ghana","SIGI","SIGI 2023","2023","2023",38.2,,
"REG1_5","All regions","GHA","Ghana","DF","Discrimination in the family","2023","2023",44.3,,
"REG1_5","All regions","GHA","Ghana","RPI","Restricted physical integrity","2023","2023",28.5,,
"REG1_5","All regions","GHA","Ghana","RAPFR","Access to productive and financial assets","2023","2023",25.1,,
"REG1_5","All regions","GHA","Ghana","RCL","Restricted civil liberties","2023","2023",52.3,,
"REG1_2","Americas","GRD","Grenada","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_5","All regions","GRD","Grenada","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_2","Americas","GTM","Guatemala","SIGI","SIGI 2023","2023","2023",25.7,,
"REG1_2","Americas","GTM","Guatemala","DF","Discrimination in the family","2023","2023",29.2,,
"REG1_2","Americas","GTM","Guatemala","RPI","Restricted physical integrity","2023","2023",29.9,,
"REG1_2","Americas","GTM","Guatemala","RAPFR","Access to productive and financial assets","2023","2023",28.4,,
"REG1_2","Americas","GTM","Guatemala","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_5","All regions","GTM","Guatemala","SIGI","SIGI 2023","2023","2023",25.7,,
"REG1_5","All regions","GTM","Guatemala","DF","Discrimination in the family","2023","2023",29.2,,
"REG1_5","All regions","GTM","Guatemala","RPI","Restricted physical integrity","2023","2023",29.9,,
"REG1_5","All regions","GTM","Guatemala","RAPFR","Access to productive and financial assets","2023","2023",28.4,,
"REG1_5","All regions","GTM","Guatemala","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_1","Africa","GIN","Guinea","SIGI","SIGI 2023","2023","2023",34,,
"REG1_1","Africa","GIN","Guinea","DF","Discrimination in the family","2023","2023",56,,
"REG1_1","Africa","GIN","Guinea","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_1","Africa","GIN","Guinea","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_1","Africa","GIN","Guinea","RCL","Restricted civil liberties","2023","2023",13.1,,
"REG1_5","All regions","GIN","Guinea","SIGI","SIGI 2023","2023","2023",34,,
"REG1_5","All regions","GIN","Guinea","DF","Discrimination in the family","2023","2023",56,,
"REG1_5","All regions","GIN","Guinea","RPI","Restricted physical integrity","2023","2023",28.6,,
"REG1_5","All regions","GIN","Guinea","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_5","All regions","GIN","Guinea","RCL","Restricted civil liberties","2023","2023",13.1,,
"REG1_1","Africa","GNB","Guinea-Bissau","DF","Discrimination in the family","2023","2023",42.1,,
"REG1_5","All regions","GNB","Guinea-Bissau","DF","Discrimination in the family","2023","2023",42.1,,
"REG1_2","Americas","GUY","Guyana","DF","Discrimination in the family","2023","2023",9.4,,
"REG1_2","Americas","GUY","Guyana","RPI","Restricted physical integrity","2023","2023",20,,
"REG1_2","Americas","GUY","Guyana","RCL","Restricted civil liberties","2023","2023",21.3,,
"REG1_5","All regions","GUY","Guyana","DF","Discrimination in the family","2023","2023",9.4,,
"REG1_5","All regions","GUY","Guyana","RPI","Restricted physical integrity","2023","2023",20,,
"REG1_5","All regions","GUY","Guyana","RCL","Restricted civil liberties","2023","2023",21.3,,
"REG1_2","Americas","HTI","Haiti","SIGI","SIGI 2023","2023","2023",46.4,,
"REG1_2","Americas","HTI","Haiti","DF","Discrimination in the family","2023","2023",49.8,,
"REG1_2","Americas","HTI","Haiti","RPI","Restricted physical integrity","2023","2023",37.8,,
"REG1_2","Americas","HTI","Haiti","RAPFR","Access to productive and financial assets","2023","2023",34,,
"REG1_2","Americas","HTI","Haiti","RCL","Restricted civil liberties","2023","2023",61.7,,
"REG1_5","All regions","HTI","Haiti","SIGI","SIGI 2023","2023","2023",46.4,,
"REG1_5","All regions","HTI","Haiti","DF","Discrimination in the family","2023","2023",49.8,,
"REG1_5","All regions","HTI","Haiti","RPI","Restricted physical integrity","2023","2023",37.8,,
"REG1_5","All regions","HTI","Haiti","RAPFR","Access to productive and financial assets","2023","2023",34,,
"REG1_5","All regions","HTI","Haiti","RCL","Restricted civil liberties","2023","2023",61.7,,
"REG1_2","Americas","HND","Honduras","SIGI","SIGI 2023","2023","2023",26,,
"REG1_2","Americas","HND","Honduras","DF","Discrimination in the family","2023","2023",16,,
"REG1_2","Americas","HND","Honduras","RPI","Restricted physical integrity","2023","2023",31.1,,
"REG1_2","Americas","HND","Honduras","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_2","Americas","HND","Honduras","RCL","Restricted civil liberties","2023","2023",15.9,,
"REG1_5","All regions","HND","Honduras","SIGI","SIGI 2023","2023","2023",26,,
"REG1_5","All regions","HND","Honduras","DF","Discrimination in the family","2023","2023",16,,
"REG1_5","All regions","HND","Honduras","RPI","Restricted physical integrity","2023","2023",31.1,,
"REG1_5","All regions","HND","Honduras","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_5","All regions","HND","Honduras","RCL","Restricted civil liberties","2023","2023",15.9,,
"REG1_3","Asia","HKG","Hong Kong, China","SIGI","SIGI 2023","2023","2023",25.9,,
"REG1_3","Asia","HKG","Hong Kong, China","DF","Discrimination in the family","2023","2023",30.8,,
"REG1_3","Asia","HKG","Hong Kong, China","RPI","Restricted physical integrity","2023","2023",32.9,,
"REG1_3","Asia","HKG","Hong Kong, China","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_3","Asia","HKG","Hong Kong, China","RCL","Restricted civil liberties","2023","2023",22.6,,
"REG1_5","All regions","HKG","Hong Kong, China","SIGI","SIGI 2023","2023","2023",25.9,,
"REG1_5","All regions","HKG","Hong Kong, China","DF","Discrimination in the family","2023","2023",30.8,,
"REG1_5","All regions","HKG","Hong Kong, China","RPI","Restricted physical integrity","2023","2023",32.9,,
"REG1_5","All regions","HKG","Hong Kong, China","RAPFR","Access to productive and financial assets","2023","2023",16.4,,
"REG1_5","All regions","HKG","Hong Kong, China","RCL","Restricted civil liberties","2023","2023",22.6,,
"REG1_3","Asia","IND","India","SIGI","SIGI 2023","2023","2023",43,,
"REG1_3","Asia","IND","India","DF","Discrimination in the family","2023","2023",60.1,,
"REG1_3","Asia","IND","India","RPI","Restricted physical integrity","2023","2023",51.2,,
"REG1_3","Asia","IND","India","RAPFR","Access to productive and financial assets","2023","2023",41.2,,
"REG1_3","Asia","IND","India","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_5","All regions","IND","India","SIGI","SIGI 2023","2023","2023",43,,
"REG1_5","All regions","IND","India","DF","Discrimination in the family","2023","2023",60.1,,
"REG1_5","All regions","IND","India","RPI","Restricted physical integrity","2023","2023",51.2,,
"REG1_5","All regions","IND","India","RAPFR","Access to productive and financial assets","2023","2023",41.2,,
"REG1_5","All regions","IND","India","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_3","Asia","IDN","Indonesia","SIGI","SIGI 2023","2023","2023",38.1,,
"REG1_3","Asia","IDN","Indonesia","DF","Discrimination in the family","2023","2023",52.9,,
"REG1_3","Asia","IDN","Indonesia","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_3","Asia","IDN","Indonesia","RAPFR","Access to productive and financial assets","2023","2023",28.8,,
"REG1_3","Asia","IDN","Indonesia","RCL","Restricted civil liberties","2023","2023",36.5,,
"REG1_5","All regions","IDN","Indonesia","SIGI","SIGI 2023","2023","2023",38.1,,
"REG1_5","All regions","IDN","Indonesia","DF","Discrimination in the family","2023","2023",52.9,,
"REG1_5","All regions","IDN","Indonesia","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_5","All regions","IDN","Indonesia","RAPFR","Access to productive and financial assets","2023","2023",28.8,,
"REG1_5","All regions","IDN","Indonesia","RCL","Restricted civil liberties","2023","2023",36.5,,
"REG1_3","Asia","IRN","Iran","SIGI","SIGI 2023","2023","2023",63.9,,
"REG1_3","Asia","IRN","Iran","DF","Discrimination in the family","2023","2023",93,,
"REG1_3","Asia","IRN","Iran","RPI","Restricted physical integrity","2023","2023",36.4,,
"REG1_3","Asia","IRN","Iran","RAPFR","Access to productive and financial assets","2023","2023",52.8,,
"REG1_3","Asia","IRN","Iran","RCL","Restricted civil liberties","2023","2023",64.8,,
"REG1_5","All regions","IRN","Iran","SIGI","SIGI 2023","2023","2023",63.9,,
"REG1_5","All regions","IRN","Iran","DF","Discrimination in the family","2023","2023",93,,
"REG1_5","All regions","IRN","Iran","RPI","Restricted physical integrity","2023","2023",36.4,,
"REG1_5","All regions","IRN","Iran","RAPFR","Access to productive and financial assets","2023","2023",52.8,,
"REG1_5","All regions","IRN","Iran","RCL","Restricted civil liberties","2023","2023",64.8,,
"REG1_3","Asia","IRQ","Iraq","SIGI","SIGI 2023","2023","2023",61.5,,
"REG1_3","Asia","IRQ","Iraq","DF","Discrimination in the family","2023","2023",87.3,,
"REG1_3","Asia","IRQ","Iraq","RPI","Restricted physical integrity","2023","2023",51,,
"REG1_3","Asia","IRQ","Iraq","RAPFR","Access to productive and financial assets","2023","2023",40.7,,
"REG1_3","Asia","IRQ","Iraq","RCL","Restricted civil liberties","2023","2023",60.5,,
"REG1_5","All regions","IRQ","Iraq","SIGI","SIGI 2023","2023","2023",61.5,,
"REG1_5","All regions","IRQ","Iraq","DF","Discrimination in the family","2023","2023",87.3,,
"REG1_5","All regions","IRQ","Iraq","RPI","Restricted physical integrity","2023","2023",51,,
"REG1_5","All regions","IRQ","Iraq","RAPFR","Access to productive and financial assets","2023","2023",40.7,,
"REG1_5","All regions","IRQ","Iraq","RCL","Restricted civil liberties","2023","2023",60.5,,
"REG1_3","Asia","ISR","Israel","SIGI","SIGI 2023","2023","2023",31.6,,
"REG1_3","Asia","ISR","Israel","DF","Discrimination in the family","2023","2023",40.9,,
"REG1_3","Asia","ISR","Israel","RPI","Restricted physical integrity","2023","2023",26.6,,
"REG1_3","Asia","ISR","Israel","RAPFR","Access to productive and financial assets","2023","2023",23.1,,
"REG1_3","Asia","ISR","Israel","RCL","Restricted civil liberties","2023","2023",34.9,,
"REG1_5","All regions","ISR","Israel","SIGI","SIGI 2023","2023","2023",31.6,,
"REG1_5","All regions","ISR","Israel","DF","Discrimination in the family","2023","2023",40.9,,
"REG1_5","All regions","ISR","Israel","RPI","Restricted physical integrity","2023","2023",26.6,,
"REG1_5","All regions","ISR","Israel","RAPFR","Access to productive and financial assets","2023","2023",23.1,,
"REG1_5","All regions","ISR","Israel","RCL","Restricted civil liberties","2023","2023",34.9,,
"REG1_2","Americas","JAM","Jamaica","SIGI","SIGI 2023","2023","2023",18.4,,
"REG1_2","Americas","JAM","Jamaica","DF","Discrimination in the family","2023","2023",8.2,,
"REG1_2","Americas","JAM","Jamaica","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_2","Americas","JAM","Jamaica","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_2","Americas","JAM","Jamaica","RCL","Restricted civil liberties","2023","2023",15.5,,
"REG1_5","All regions","JAM","Jamaica","SIGI","SIGI 2023","2023","2023",18.4,,
"REG1_5","All regions","JAM","Jamaica","DF","Discrimination in the family","2023","2023",8.2,,
"REG1_5","All regions","JAM","Jamaica","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_5","All regions","JAM","Jamaica","RAPFR","Access to productive and financial assets","2023","2023",19.5,,
"REG1_5","All regions","JAM","Jamaica","RCL","Restricted civil liberties","2023","2023",15.5,,
"REG1_3","Asia","JOR","Jordan","SIGI","SIGI 2023","2023","2023",58.5,,
"REG1_3","Asia","JOR","Jordan","DF","Discrimination in the family","2023","2023",89.1,,
"REG1_3","Asia","JOR","Jordan","RPI","Restricted physical integrity","2023","2023",47.9,,
"REG1_3","Asia","JOR","Jordan","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_3","Asia","JOR","Jordan","RCL","Restricted civil liberties","2023","2023",54.6,,
"REG1_5","All regions","JOR","Jordan","SIGI","SIGI 2023","2023","2023",58.5,,
"REG1_5","All regions","JOR","Jordan","DF","Discrimination in the family","2023","2023",89.1,,
"REG1_5","All regions","JOR","Jordan","RPI","Restricted physical integrity","2023","2023",47.9,,
"REG1_5","All regions","JOR","Jordan","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_5","All regions","JOR","Jordan","RCL","Restricted civil liberties","2023","2023",54.6,,
"REG1_3","Asia","KAZ","Kazakhstan","SIGI","SIGI 2023","2023","2023",20.9,,
"REG1_3","Asia","KAZ","Kazakhstan","DF","Discrimination in the family","2023","2023",14.8,,
"REG1_3","Asia","KAZ","Kazakhstan","RPI","Restricted physical integrity","2023","2023",34.4,,
"REG1_3","Asia","KAZ","Kazakhstan","RAPFR","Access to productive and financial assets","2023","2023",21.4,,
"REG1_3","Asia","KAZ","Kazakhstan","RCL","Restricted civil liberties","2023","2023",11.5,,
"REG1_5","All regions","KAZ","Kazakhstan","SIGI","SIGI 2023","2023","2023",20.9,,
"REG1_5","All regions","KAZ","Kazakhstan","DF","Discrimination in the family","2023","2023",14.8,,
"REG1_5","All regions","KAZ","Kazakhstan","RPI","Restricted physical integrity","2023","2023",34.4,,
"REG1_5","All regions","KAZ","Kazakhstan","RAPFR","Access to productive and financial assets","2023","2023",21.4,,
"REG1_5","All regions","KAZ","Kazakhstan","RCL","Restricted civil liberties","2023","2023",11.5,,
"REG1_1","Africa","KEN","Kenya","SIGI","SIGI 2023","2023","2023",35.4,,
"REG1_1","Africa","KEN","Kenya","DF","Discrimination in the family","2023","2023",40.1,,
"REG1_1","Africa","KEN","Kenya","RPI","Restricted physical integrity","2023","2023",30.6,,
"REG1_1","Africa","KEN","Kenya","RAPFR","Access to productive and financial assets","2023","2023",44.4,,
"REG1_1","Africa","KEN","Kenya","RCL","Restricted civil liberties","2023","2023",25.5,,
"REG1_5","All regions","KEN","Kenya","SIGI","SIGI 2023","2023","2023",35.4,,
"REG1_5","All regions","KEN","Kenya","DF","Discrimination in the family","2023","2023",40.1,,
"REG1_5","All regions","KEN","Kenya","RPI","Restricted physical integrity","2023","2023",30.6,,
"REG1_5","All regions","KEN","Kenya","RAPFR","Access to productive and financial assets","2023","2023",44.4,,
"REG1_5","All regions","KEN","Kenya","RCL","Restricted civil liberties","2023","2023",25.5,,
"REG1_3","Asia","KWT","Kuwait","DF","Discrimination in the family","2023","2023",82.6,,
"REG1_3","Asia","KWT","Kuwait","RAPFR","Access to productive and financial assets","2023","2023",33.2,,
"REG1_3","Asia","KWT","Kuwait","RCL","Restricted civil liberties","2023","2023",69.9,,
"REG1_5","All regions","KWT","Kuwait","DF","Discrimination in the family","2023","2023",82.6,,
"REG1_5","All regions","KWT","Kuwait","RAPFR","Access to productive and financial assets","2023","2023",33.2,,
"REG1_5","All regions","KWT","Kuwait","RCL","Restricted civil liberties","2023","2023",69.9,,
"REG1_3","Asia","KGZ","Kyrgyzstan","SIGI","SIGI 2023","2023","2023",29.4,,
"REG1_3","Asia","KGZ","Kyrgyzstan","DF","Discrimination in the family","2023","2023",26.7,,
"REG1_3","Asia","KGZ","Kyrgyzstan","RPI","Restricted physical integrity","2023","2023",19.8,,
"REG1_3","Asia","KGZ","Kyrgyzstan","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_3","Asia","KGZ","Kyrgyzstan","RCL","Restricted civil liberties","2023","2023",36.7,,
"REG1_5","All regions","KGZ","Kyrgyzstan","SIGI","SIGI 2023","2023","2023",29.4,,
"REG1_5","All regions","KGZ","Kyrgyzstan","DF","Discrimination in the family","2023","2023",26.7,,
"REG1_5","All regions","KGZ","Kyrgyzstan","RPI","Restricted physical integrity","2023","2023",19.8,,
"REG1_5","All regions","KGZ","Kyrgyzstan","RAPFR","Access to productive and financial assets","2023","2023",33.6,,
"REG1_5","All regions","KGZ","Kyrgyzstan","RCL","Restricted civil liberties","2023","2023",36.7,,
"REG1_3","Asia","LAO","Lao People's Democratic Republic","SIGI","SIGI 2023","2023","2023",25.1,,
"REG1_3","Asia","LAO","Lao People's Democratic Republic","DF","Discrimination in the family","2023","2023",24.8,,
